,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,DAYS_EMPLOYED_r,credit_r
8685,M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,45,3,0,1,0,Laborers,3.0,14.0,2.0,3.72,2.0
8686,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,52,15,0,0,0,Laborers,1.0,24.0,2.0,15.39,2.0
8687,F,Y,Y,0,517500.0,State servant,Higher education,Married,House / apartment,44,19,0,0,0,Core staff,2.0,46.0,2.0,19.65,5.0
8688,F,N,N,0,112500.0,Commercial associate,Lower secondary,Married,Municipal apartment,52,0,0,0,0,Sales staff,2.0,5.0,2.0,0.63,2.0
8689,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,60,0,0,0,0,job_less,2.0,52.0,1.0,-0.0,1.0
8690,M,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,27,6,0,0,1,Laborers,4.0,26.0,2.0,6.37,2.0
8691,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27,7,0,0,0,Laborers,2.0,29.0,1.0,7.14,1.0
8692,F,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,53,20,0,1,0,Security staff,3.0,10.0,2.0,20.28,4.0
8693,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,41,0,1,1,0,Medicine staff,2.0,9.0,2.0,0.62,5.0
8694,M,N,N,0,117000.0,Working,Higher education,Single / not married,House / apartment,22,2,1,0,0,Sales staff,1.0,19.0,2.0,2.2,3.0
8695,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,23,1,0,0,1,Core staff,3.0,17.0,2.0,1.16,4.0
8696,M,N,Y,1,405000.0,Commercial associate,Higher education,Married,House / apartment,32,5,0,0,0,Managers,3.0,39.0,2.0,5.52,4.0
8697,M,Y,Y,2,301500.0,State servant,Secondary / secondary special,Married,Office apartment,46,7,0,1,0,High skill tech staff,4.0,29.0,2.0,7.44,4.0
8698,F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,0,0,0,job_less,2.0,26.0,2.0,-0.0,2.0
8699,F,N,Y,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,0,1,0,job_less,2.0,1.0,1.0,-0.0,1.0
8700,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36,3,0,0,0,Laborers,4.0,7.0,2.0,3.47,2.0
8701,F,Y,Y,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45,4,1,0,0,Cleaning staff,2.0,11.0,1.0,4.02,1.0
8702,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,39,3,0,0,0,HR staff,1.0,6.0,2.0,3.68,3.0
8703,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,30,9,0,1,0,Sales staff,1.0,54.0,2.0,9.55,3.0
8704,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,40,6,0,0,0,Core staff,2.0,15.0,2.0,6.02,4.0
8705,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,35,6,1,0,0,Medicine staff,2.0,33.0,2.0,6.26,2.0
8706,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,34,3,0,0,0,Waiters/barmen staff,2.0,23.0,1.0,3.7,1.0
8707,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,47,0,0,1,1,Laborers,3.0,43.0,2.0,0.56,4.0
8708,F,N,N,1,144000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39,9,1,1,0,High skill tech staff,2.0,32.0,2.0,9.61,3.0
8709,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,52,8,0,0,0,Core staff,2.0,35.0,2.0,8.05,5.0
8710,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,23,1,0,0,0,Laborers,1.0,6.0,0.0,1.59,0.0
8711,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,29,2,1,0,1,Core staff,2.0,11.0,2.0,2.71,4.0
8712,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0,0,1,0,job_less,2.0,9.0,2.0,-0.0,2.0
8713,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,34,3,0,0,0,Laborers,5.0,24.0,1.0,3.19,1.0
8714,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,45,4,0,0,0,Drivers,2.0,30.0,2.0,4.51,3.0
8715,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,34,3,0,0,0,Core staff,3.0,5.0,0.0,3.59,0.0
8716,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,45,8,0,0,0,Laborers,2.0,3.0,1.0,8.22,1.0
8717,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,34,6,0,0,0,Low-skill Laborers,3.0,16.0,2.0,6.96,5.0
8718,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,51,25,0,0,0,Cooking staff,2.0,38.0,1.0,25.55,1.0
8719,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,51,4,1,1,0,Laborers,3.0,32.0,2.0,4.04,5.0
8720,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0,0,0,0,job_less,2.0,4.0,2.0,-0.0,2.0
8721,F,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,34,5,0,0,0,Managers,2.0,52.0,2.0,5.63,4.0
8722,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31,3,0,0,0,Private service staff,2.0,40.0,2.0,3.93,3.0
8723,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,28,0,0,0,0,Laborers,2.0,5.0,0.0,0.42,0.0
8724,M,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36,1,0,0,0,Core staff,4.0,4.0,1.0,1.55,1.0
8725,F,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,48,19,0,0,0,Sales staff,1.0,8.0,2.0,19.01,3.0
8726,F,N,Y,2,60750.0,Commercial associate,Higher education,Married,House / apartment,29,5,1,1,0,Core staff,4.0,1.0,0.0,5.43,0.0
8727,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,27,4,1,1,0,High skill tech staff,1.0,1.0,0.0,4.96,0.0
8728,F,N,N,0,135000.0,Working,Incomplete higher,Single / not married,Rented apartment,31,5,0,0,0,Accountants,1.0,52.0,2.0,5.43,4.0
8729,F,N,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48,21,0,0,0,Laborers,2.0,38.0,2.0,21.48,5.0
8730,F,Y,Y,1,202500.0,Working,Higher education,Married,House / apartment,39,12,0,0,0,Core staff,3.0,1.0,0.0,12.62,0.0
8731,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45,11,0,0,1,Managers,2.0,45.0,2.0,11.02,4.0
8732,F,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,28,10,0,0,0,Laborers,3.0,2.0,1.0,10.03,1.0
8733,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,57,13,1,1,0,Managers,1.0,39.0,2.0,13.39,5.0
8734,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,50,0,1,1,0,Drivers,1.0,37.0,2.0,0.58,4.0
8735,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,53,3,1,0,0,Sales staff,2.0,8.0,2.0,3.34,2.0
8736,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0,0,0,0,job_less,2.0,21.0,2.0,-0.0,5.0
8737,M,Y,N,1,202500.0,Working,Incomplete higher,Married,House / apartment,32,0,1,0,0,Drivers,3.0,45.0,2.0,0.63,2.0
8738,F,N,Y,1,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,33,3,0,1,0,High skill tech staff,3.0,58.0,2.0,3.18,2.0
8739,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,0,0,0,0,job_less,2.0,39.0,0.0,-0.0,0.0
8740,M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,43,2,0,1,0,Drivers,3.0,34.0,0.0,2.64,0.0
8741,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,41,12,0,0,0,Sales staff,2.0,47.0,0.0,12.82,0.0
8742,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,4,1,0,0,Core staff,2.0,20.0,2.0,4.01,4.0
8743,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,30,5,1,1,1,Core staff,3.0,40.0,1.0,5.66,1.0
8744,F,N,Y,0,90000.0,Working,Secondary / secondary special,Widow,House / apartment,45,19,1,0,0,High skill tech staff,1.0,7.0,1.0,19.7,1.0
8745,M,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,35,0,0,1,0,Drivers,3.0,13.0,2.0,0.98,2.0
8746,F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,44,19,0,0,0,Security staff,2.0,22.0,2.0,19.53,5.0
8747,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,25,4,0,0,0,Security staff,2.0,45.0,0.0,4.8,0.0
8748,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,31,12,0,0,0,Core staff,3.0,60.0,1.0,12.3,1.0
8749,F,N,Y,1,252000.0,State servant,Higher education,Married,House / apartment,33,10,0,0,0,Core staff,3.0,21.0,2.0,10.56,5.0
8750,F,Y,Y,0,76500.0,State servant,Secondary / secondary special,Married,House / apartment,53,8,1,1,0,Core staff,2.0,20.0,2.0,8.65,3.0
8751,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57,0,0,0,0,job_less,1.0,15.0,2.0,-0.0,2.0
8752,M,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41,3,0,0,0,Drivers,1.0,22.0,2.0,3.65,2.0
8753,F,N,Y,1,247500.0,Commercial associate,Higher education,Married,House / apartment,37,11,0,1,0,Managers,3.0,52.0,0.0,11.77,0.0
8754,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,37,10,0,0,0,Core staff,3.0,12.0,0.0,10.27,0.0
8755,F,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,51,11,1,1,0,High skill tech staff,2.0,20.0,2.0,11.41,5.0
8756,F,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,56,17,0,0,1,Core staff,2.0,47.0,2.0,17.69,2.0
8757,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,7,0,0,0,Laborers,2.0,33.0,2.0,7.88,3.0
8758,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0,0,0,0,job_less,2.0,31.0,2.0,-0.0,5.0
8759,M,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,49,0,0,0,0,Laborers,1.0,9.0,2.0,0.6,2.0
8760,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0,0,0,0,job_less,2.0,24.0,2.0,-0.0,3.0
8761,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,5,0,0,0,Sales staff,2.0,8.0,0.0,5.3,0.0
8762,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,38,10,0,0,0,Managers,3.0,33.0,0.0,10.76,0.0
8763,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,31,9,1,0,0,Waiters/barmen staff,2.0,27.0,2.0,9.13,4.0
8764,F,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,25,4,0,1,0,Managers,2.0,3.0,1.0,4.37,1.0
8765,F,N,Y,3,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,1,1,1,0,Sales staff,5.0,36.0,2.0,1.13,2.0
8766,F,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,32,5,0,1,1,High skill tech staff,1.0,37.0,2.0,5.93,3.0
8767,F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4,0,0,0,Sales staff,3.0,2.0,0.0,4.8,0.0
8768,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,59,0,0,1,0,job_less,2.0,29.0,2.0,-0.0,4.0
8769,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,46,3,1,1,0,Security staff,1.0,28.0,2.0,3.93,2.0
8770,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44,8,0,0,0,Drivers,2.0,39.0,2.0,8.22,5.0
8771,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,28,7,1,1,1,Managers,2.0,31.0,1.0,7.18,1.0
8772,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,53,17,0,0,0,High skill tech staff,2.0,25.0,2.0,17.06,2.0
8773,F,Y,Y,0,202500.0,State servant,Higher education,Single / not married,House / apartment,60,41,0,1,0,Core staff,1.0,37.0,2.0,41.2,2.0
8774,F,N,N,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,49,10,1,1,0,Core staff,1.0,13.0,2.0,10.77,5.0
8775,F,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,39,6,1,1,0,Core staff,2.0,22.0,1.0,6.59,1.0
8776,F,N,N,1,202500.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,52,17,0,1,0,Cooking staff,2.0,13.0,2.0,17.03,5.0
8777,F,Y,Y,3,243000.0,Commercial associate,Higher education,Single / not married,Rented apartment,63,3,0,0,0,Managers,4.0,6.0,2.0,3.05,2.0
8778,F,N,Y,0,72000.0,Working,Secondary / secondary special,Widow,House / apartment,54,5,1,1,0,Cleaning staff,1.0,23.0,1.0,5.69,1.0
8779,F,N,Y,0,112500.0,Working,Higher education,Married,With parents,25,2,0,0,0,Core staff,2.0,25.0,2.0,2.26,3.0
8780,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,66,0,0,1,0,job_less,1.0,22.0,2.0,-0.0,3.0
8781,F,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,29,2,0,0,1,Managers,2.0,24.0,0.0,2.27,0.0
8782,F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,31,11,0,0,0,High skill tech staff,2.0,2.0,1.0,11.42,1.0
8783,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0,0,1,0,job_less,2.0,60.0,2.0,-0.0,4.0
8784,F,N,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,56,14,0,0,0,High skill tech staff,2.0,28.0,2.0,14.13,5.0
8785,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,32,12,0,0,0,Laborers,2.0,4.0,1.0,12.52,1.0
8786,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47,8,0,0,0,Sales staff,2.0,24.0,1.0,8.19,1.0
8787,M,N,Y,0,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27,3,1,1,0,Core staff,1.0,13.0,1.0,3.02,1.0
8788,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,63,0,0,0,0,job_less,1.0,31.0,2.0,-0.0,5.0
8789,M,N,Y,1,117000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,42,4,0,0,0,Laborers,3.0,5.0,2.0,4.3,2.0
8790,F,Y,Y,0,315000.0,State servant,Higher education,Married,House / apartment,53,2,0,0,1,Drivers,2.0,33.0,1.0,2.96,1.0
8791,M,Y,Y,3,270000.0,Working,Higher education,Married,House / apartment,41,1,0,0,0,Core staff,5.0,36.0,1.0,1.59,1.0
8792,F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,60,0,0,1,0,job_less,2.0,47.0,2.0,-0.0,3.0
8793,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,58,2,0,0,1,High skill tech staff,2.0,8.0,2.0,2.78,2.0
8794,F,Y,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,50,9,0,0,0,Sales staff,2.0,26.0,2.0,9.54,5.0
8795,F,Y,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,27,3,0,0,0,Medicine staff,2.0,44.0,2.0,3.8,4.0
8796,F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,34,7,0,0,0,Laborers,2.0,26.0,2.0,7.47,2.0
8797,F,N,Y,1,247500.0,Commercial associate,Higher education,Married,House / apartment,39,3,0,0,1,Managers,3.0,27.0,2.0,3.63,5.0
8798,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60,0,0,1,0,job_less,1.0,45.0,2.0,-0.0,4.0
8799,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,39,6,0,0,0,Managers,2.0,38.0,2.0,6.67,3.0
8800,M,Y,Y,0,292500.0,Working,Higher education,Civil marriage,House / apartment,45,4,0,0,0,Managers,2.0,14.0,1.0,4.43,1.0
8801,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,24,4,0,0,0,Laborers,3.0,16.0,1.0,4.64,1.0
8802,F,N,N,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,35,3,0,0,0,Sales staff,3.0,21.0,2.0,3.5,2.0
8803,M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,54,5,0,0,0,Drivers,2.0,24.0,2.0,5.53,3.0
8804,F,Y,N,1,157500.0,Working,Higher education,Married,House / apartment,32,7,0,0,0,Laborers,3.0,46.0,2.0,7.75,4.0
8805,M,N,Y,0,315000.0,Working,Incomplete higher,Married,House / apartment,36,7,1,0,0,Laborers,2.0,24.0,2.0,7.09,3.0
8806,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,66,0,0,0,0,job_less,1.0,5.0,0.0,-0.0,0.0
8807,F,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,40,7,0,0,0,Managers,3.0,49.0,2.0,7.12,2.0
8808,F,Y,N,1,337500.0,Working,Higher education,Married,House / apartment,28,7,0,0,0,Core staff,3.0,13.0,2.0,7.14,3.0
8809,M,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,58,5,0,0,0,Security staff,2.0,2.0,1.0,5.01,1.0
8810,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40,19,0,1,0,Core staff,4.0,15.0,2.0,19.06,4.0
8811,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,49,6,1,0,0,Core staff,2.0,28.0,2.0,6.47,4.0
8812,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,8,0,0,0,Sales staff,3.0,39.0,2.0,8.18,5.0
8813,F,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,54,3,0,1,0,Medicine staff,2.0,32.0,1.0,3.38,1.0
8814,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,41,17,0,0,0,Core staff,2.0,34.0,1.0,17.69,1.0
8815,M,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,58,4,0,0,1,Core staff,2.0,6.0,2.0,4.59,2.0
8816,F,Y,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,41,0,0,0,0,Core staff,2.0,48.0,2.0,0.47,5.0
8817,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,29,3,1,0,0,Core staff,2.0,39.0,2.0,3.52,4.0
8818,F,Y,N,1,108000.0,Commercial associate,Higher education,Married,House / apartment,44,1,1,0,0,Sales staff,3.0,42.0,2.0,1.18,4.0
8819,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,59,2,0,0,0,Drivers,2.0,46.0,2.0,2.68,3.0
8820,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,62,4,0,0,0,Managers,2.0,39.0,2.0,4.96,4.0
8821,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,53,3,0,0,0,Laborers,2.0,9.0,1.0,3.1,1.0
8822,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,38,10,0,0,0,Laborers,1.0,1.0,1.0,10.77,1.0
8823,F,N,Y,0,166500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,44,7,0,1,0,Laborers,1.0,55.0,2.0,7.46,5.0
8824,F,N,N,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43,24,0,1,0,High skill tech staff,2.0,37.0,2.0,24.74,4.0
8825,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,37,9,0,0,0,Laborers,3.0,51.0,0.0,9.26,0.0
8826,M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,54,1,0,0,0,Managers,2.0,3.0,1.0,1.31,1.0
8827,M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41,5,1,0,0,Laborers,1.0,40.0,2.0,5.67,3.0
8828,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0,0,1,0,job_less,2.0,17.0,2.0,-0.0,3.0
8829,F,N,Y,0,58500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,53,16,1,0,0,Core staff,1.0,50.0,2.0,16.79,5.0
8830,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54,2,0,0,0,Cleaning staff,2.0,30.0,2.0,2.87,3.0
8831,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,39,20,0,0,0,Laborers,2.0,57.0,2.0,20.13,5.0
8832,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28,3,1,1,0,Medicine staff,2.0,56.0,2.0,3.25,3.0
8833,F,N,Y,0,112500.0,State servant,Higher education,Married,Municipal apartment,61,12,0,0,0,Accountants,2.0,15.0,2.0,12.44,4.0
8834,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,50,4,0,0,0,Sales staff,1.0,18.0,1.0,4.2,1.0
8835,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54,0,1,1,0,Security staff,2.0,36.0,2.0,0.68,4.0
8836,M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,10,1,0,0,Laborers,4.0,35.0,2.0,10.79,2.0
8837,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,50,7,0,0,0,Managers,3.0,11.0,2.0,7.19,2.0
8838,F,N,N,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0,0,0,0,job_less,2.0,39.0,2.0,-0.0,5.0
8839,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,51,4,1,1,0,Laborers,3.0,32.0,2.0,4.04,5.0
8840,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52,2,1,1,0,Laborers,2.0,6.0,1.0,2.52,1.0
